Rank,Name,Genre,ESRB_Rating,Publisher,Developer,VGChartz_Score,Critic_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,Last_Update,status,Vgchartzscore,img_url,serial,Platform,url
5298.0,FIFA 14,Sports,E,EA Sports,EA Canada,,,,,0.4,,0.02,2013.0,15th Sep 18,1.0,,/games/boxart/full_6074285PALFrontccc.jpg,1066352459,Wii,http://www.vgchartz.com/game/74749/fifa-14/?region=All
5732.0,FIFA 14,Sports,E,EA Sports,EA Canada,,,,0.01,0.35,,0.02,2013.0,15th Sep 18,1.0,,/games/boxart/full_2460800PALFrontccc.jpg,5071198112,PC,http://www.vgchartz.com/game/72083/fifa-14/?region=All
7485.0,FIFA 14,Sports,E,EA Sports,EA Canada,,,,,0.25,,0.01,2013.0,15th Sep 18,1.0,,/games/boxart/full_1506300PALFrontccc.jpg,8513288591,3DS,http://www.vgchartz.com/game/76258/fifa-14/?region=All
7787.0,FIFA 14,Sports,E,EA Sports,EA Canada,,,,,0.19,,0.05,2013.0,15th Sep 18,1.0,,/games/boxart/full_8626100PALFrontccc.jpg,2677151928,PSP,http://www.vgchartz.com/game/74751/fifa-14/?region=All
30718.0,FIFA 14,Sports,,EA Sports,EA mobile,,,,,,,,2014.0,15th Sep 18,1.0,,/games/boxart/full_5896717AmericaFrontccc.jpg,2058972406,And,http://www.vgchartz.com/game/74753/fifa-14/?region=All
30719.0,FIFA 14,Sports,,EA Sports,EA Canada,,,,,,,,2013.0,15th Sep 18,1.0,,/games/boxart/full_8304172PALFrontccc.jpg,8604559150,PS2,http://www.vgchartz.com/game/77693/fifa-14/?region=All
164.0,Tomodachi Life,Simulation,E,Nintendo,Nintendo,,7.8,6.4,,,,,2014.0,05th Jan 18,1.0,,/games/boxart/full_6316001AmericaFrontccc.png,8590222942,3DS,http://www.vgchartz.com/game/81026/tomodachi-life/?region=All
168.0,FIFA 15,Sports,E,EA Sports,EA Canada,,8.1,,0.83,4.49,0.05,0.94,2014.0,23rd Mar 18,1.0,,/games/boxart/full_189344AmericaFrontccc.jpg,1457495155,PS4,http://www.vgchartz.com/game/82916/fifa-15/?region=All
296.0,FIFA 15,Sports,E,EA Sports,EA Canada,,6.9,,0.59,3.25,0.04,0.68,2014.0,23rd Mar 18,1.0,,/games/boxart/full_2431298AmericaFrontccc.jpg,2822023621,PS3,http://www.vgchartz.com/game/82921/fifa-15/?region=All
594.0,FIFA 15,Sports,E,EA Sports,EA Canada,,6.9,,0.8,1.9,,0.21,2014.0,23rd Mar 18,1.0,,/games/boxart/full_7298854PALFrontccc.jpg,3458125234,X360,http://www.vgchartz.com/game/82922/fifa-15/?region=All
890.0,FIFA 15,Sports,E,EA Sports,EA Canada,,7.9,,0.64,1.39,,0.16,2014.0,23rd Mar 18,1.0,,/games/boxart/full_7194287AmericaFrontccc.jpg,2556255185,XOne,http://www.vgchartz.com/game/82923/fifa-15/?region=All
3527.0,FIFA 15,Sports,E,EA Sports,EA Canada,,,,0.09,0.38,0.06,0.13,2014.0,23rd Mar 18,1.0,,/games/boxart/full_1171938PALFrontccc.jpg,1315639077,PSV,http://www.vgchartz.com/game/82925/fifa-15/?region=All
4076.0,FIFA 15,Sports,E,EA Sports,EA Canada,,,,0.15,0.37,,0.04,2014.0,23rd Mar 18,1.0,,/games/boxart/full_6220594AmericaFrontccc.jpg,5931575445,Wii,http://www.vgchartz.com/game/82924/fifa-15/?region=All
4414.0,FIFA 15,Sports,E,EA Sports,EA Canada,,,,0.09,0.39,,0.03,2014.0,23rd Mar 18,1.0,,/games/boxart/full_2554626AmericaFrontccc.jpg,7455878931,3DS,http://www.vgchartz.com/game/82926/fifa-15/?region=All
6775.0,FIFA 15,Sports,E,EA Sports,EA Canada,,7.0,,,0.28,,0.02,2014.0,23rd Mar 18,1.0,,/games/boxart/full_6333284PALFrontccc.jpg,3341639860,PC,http://www.vgchartz.com/game/82917/fifa-15/?region=All
171.0,The Last of Us,Action-Adventure,M,Sony Computer Entertainment America,Naughty Dog,,9.5,,2.41,2.57,0.29,0.99,2013.0,24th Sep 18,1.0,,/games/boxart/full_2562877AmericaFrontccc.jpg,9136579687,PS3,http://www.vgchartz.com/game/70350/the-last-of-us/?region=All
174.0,God of War (2018),Action,M,Sony Interactive Entertainment,SIE Santa Monica Studio,,9.7,,2.83,2.17,0.13,1.02,2018.0,03rd Dec 18,1.0,9.0,/games/boxart/full_3094030AmericaFrontccc.jpg,9213239833,PS4,http://www.vgchartz.com/game/120125/god-of-war-2018/?region=All
182.0,Euro Truck Simulator 2,Simulation,,SCS Software,SCS Software,,8.5,5.98,,,,,2013.0,31st Dec 17,1.0,,/games/boxart/full_7497790PALFrontccc.jpg,3047851025,PC,http://www.vgchartz.com/game/71076/euro-truck-simulator-2/?region=All
186.0,Age of Empires II: HD Edition,Strategy,,Microsoft Studios,Hidden Path Entertainment,,,5.82,,,,,2013.0,02nd Oct 18,1.0,,/games/boxart/full_7218098AmericaFrontccc.jpg,9135373904,PC,http://www.vgchartz.com/game/220226/age-of-empires-ii-hd-edition/?region=All
187.0,Super Mario 3D World,Platform,E,Nintendo,Nintendo EAD Tokyo,,9.5,5.8,,,,,2013.0,02nd Jan 18,1.0,,/games/boxart/full_5846657AmericaFrontccc.jpg,3705825375,WiiU,http://www.vgchartz.com/game/73166/super-mario-3d-world/?region=All
191.0,Destiny,Shooter,T,Activision,Bungie,,,,2.53,2.13,0.16,0.94,2014.0,12th Jan 18,1.0,,/games/boxart/full_6703728AmericaFrontccc.jpg,8393865816,PS4,http://www.vgchartz.com/game/71525/destiny/?region=All
471.0,Destiny,Shooter,T,Activision,Bungie,,8.3,,2.17,0.92,,0.32,2014.0,12th Jan 18,1.0,,/games/boxart/full_4214879AmericaFrontccc.jpg,9236347077,XOne,http://www.vgchartz.com/game/71524/destiny/?region=All
1051.0,Destiny,Misc,,Activision,Unknown,,,,1.32,0.44,,0.19,2014.0,,1.0,,/games/boxart/full_4947312AmericaFrontccc.jpg,5913016385,X360,http://www.vgchartz.com/game/71151/destiny/?region=All
1292.0,Destiny,Shooter,T,Activision,Bungie,,,,0.69,0.59,0.13,0.26,2014.0,22nd Apr 18,1.0,,/games/boxart/full_5573542AmericaFrontccc.jpg,4352270338,PS3,http://www.vgchartz.com/game/71152/destiny/?region=All
192.0,Luigi's Mansion: Dark Moon,Adventure,E,Nintendo,Next Level Games,,8.6,5.75,,,,,2013.0,01st Jan 18,1.0,,/games/boxart/full_5092550AmericaFrontccc.png,4113361303,3DS,http://www.vgchartz.com/game/51836/luigis-mansion-dark-moon/?region=All
194.0,Uncharted: The Nathan Drake Collection,Action,,Sony Computer Entertainment,Bluepoint Games,,,,2.55,2.11,0.1,0.94,2015.0,,1.0,,/games/boxart/full_421168AmericaFrontccc.jpg,3041333338,PS4,http://www.vgchartz.com/game/85628/uncharted-the-nathan-drake-collection/?region=All
209.0,Tomb Raider (2013),Action,M,Square Enix,Crystal Dynamics,,8.8,5.5,,,,,2013.0,06th Jan 18,1.0,,/games/boxart/full_5321723AmericaFrontccc.jpg,6871346502,PC,http://www.vgchartz.com/game/70430/tomb-raider-2013/?region=All
725.0,Tomb Raider (2013),Action,M,Square Enix,Crystal Dynamics,,8.9,,0.6,1.45,0.08,0.38,2013.0,06th Jan 18,1.0,,/games/boxart/full_7814840AmericaFrontccc.jpg,4712077323,PS3,http://www.vgchartz.com/game/70428/tomb-raider-2013/?region=All
1079.0,Tomb Raider (2013),Action,M,Square Enix,Crystal Dynamics,,8.5,,0.86,0.87,0.01,0.16,2013.0,06th Jan 18,1.0,,/games/boxart/full_6890376AmericaFrontccc.jpg,9482477359,X360,http://www.vgchartz.com/game/70429/tomb-raider-2013/?region=All
210.0,The Witcher 3: Wild Hunt,Role-Playing,M,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,5.48,,,,,2015.0,04th May 18,1.0,,/games/boxart/full_5355846AmericaFrontccc.jpg,3633110156,PC,http://www.vgchartz.com/game/71483/the-witcher-3-wild-hunt/?region=All
216.0,The Witcher 3: Wild Hunt,Role-Playing,M,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,1.48,2.82,0.28,0.81,2015.0,04th May 18,1.0,,/games/boxart/full_7461389AmericaFrontccc.jpg,2229104973,PS4,http://www.vgchartz.com/game/71482/the-witcher-3-wild-hunt/?region=All
1208.0,The Witcher 3: Wild Hunt,Role-Playing,M,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,,,,0.97,0.61,0.01,0.15,2015.0,24th Mar 18,1.0,,/games/boxart/full_4545317AmericaFrontccc.jpg,7871687927,XOne,http://www.vgchartz.com/game/71481/the-witcher-3-wild-hunt/?region=All
219.0,Super Smash Bros. for Wii U,Fighting,E10,Nintendo,Bandai Namco Games,,9.2,5.35,,,,,2014.0,12th Apr 18,1.0,,/games/boxart/full_8573628AmericaFrontccc.jpg,1541826552,WiiU,http://www.vgchartz.com/game/71411/super-smash-bros-for-wii-u/?region=All
224.0,Super Mario Party,Party,E,Nintendo,"Nd Cube Co., Ltd.",,7.3,5.3,,,,,2018.0,19th Nov 18,1.0,7.0,/games/boxart/full_4963230AmericaFrontccc.jpg,6522217429,NS,http://www.vgchartz.com/game/222153/super-mario-party/?region=All
225.0,The Forest,Misc,,Endnight Games Ltd,Unknown,,,5.3,,,,,2014.0,,1.0,,/games/boxart/full_7703243AmericaFrontccc.jpg,9057476644,PC,http://www.vgchartz.com/game/82736/the-forest/?region=All
48206.0,The Forest,Action,,Endnight Games Ltd,Endnight Games Ltd,,,,,,,,2016.0,,1.0,,/games/boxart/default.jpg,9985109278,PS4,http://www.vgchartz.com/game/84940/the-forest/?region=All
232.0,Gran Turismo 6,Racing,E,Sony Computer Entertainment America,Polyphony Digital,,,5.22,,,,,2013.0,18th Apr 18,1.0,,/games/boxart/full_959035AmericaFrontccc.jpg,6377983878,PS3,http://www.vgchartz.com/game/72181/gran-turismo-6/?region=All
250.0,Final Fantasy XV,Role-Playing,T,Square Enix,Square Enix,,8.1,,1.81,1.53,1.05,0.68,2016.0,04th May 18,1.0,,/games/boxart/full_1882754JapanFrontccc.jpg,3863863373,PS4,http://www.vgchartz.com/game/73124/final-fantasy-xv/?region=All
2071.0,Final Fantasy XV,Role-Playing,T,Square Enix,Square Enix,,,,0.72,0.3,0.01,0.11,2016.0,03rd May 18,1.0,,/games/boxart/full_4029717JapanFrontccc.jpg,6553411610,XOne,http://www.vgchartz.com/game/73943/final-fantasy-xv/?region=All
255.0,Cities: Skylines,Simulation,E,Paradox Interactive,Colossal Order,,,5.0,,,,,2015.0,14th Jan 18,1.0,,/games/boxart/full_1184797AmericaFrontccc.jpg,7926583716,PC,http://www.vgchartz.com/game/84637/cities-skylines/?region=All
6694.0,Cities: Skylines,Simulation,E,Koch Media,Colossal Order,,,,0.15,0.07,0.04,0.05,2017.0,22nd Apr 18,1.0,,/games/boxart/full_8766145AmericaFrontccc.jpg,5422378834,PS4,http://www.vgchartz.com/game/184290/cities-skylines/?region=All
9435.0,Cities: Skylines,Simulation,E,Koch Media,Colossal Order,,,,0.13,0.03,,0.02,2017.0,14th Jan 18,1.0,,/games/boxart/full_4014988AmericaFrontccc.jpg,6851579085,XOne,http://www.vgchartz.com/game/170629/cities-skylines/?region=All
26542.0,Cities: Skylines,Simulation,,Paradox Interactive,Colossal Order,,,,,,,,2015.0,,1.0,,/games/boxart/full_2573427AmericaFrontccc.jpg,5508026714,Linux,http://www.vgchartz.com/game/84635/cities-skylines/?region=All
26543.0,Cities: Skylines,Simulation,,Paradox Interactive,Colossal Order,,,,,,,,2015.0,,1.0,,/games/boxart/full_5534388AmericaFrontccc.jpg,5300114524,OSX,http://www.vgchartz.com/game/84636/cities-skylines/?region=All
53258.0,Cities: Skylines,Simulation,,Paradox Interactive,Colossal Order,,,,,,,,2018.0,13th Sep 18,1.0,,/games/boxart/full_2641694AmericaFrontccc.png,1759011464,NS,http://www.vgchartz.com/game/222776/cities-skylines/?region=All
259.0,Halo 5: Guardians,Shooter,T,Microsoft Studios,343 Industries,,8.6,5.0,,,,,2015.0,24th Mar 18,1.0,,/games/boxart/full_5219144AmericaFrontccc.jpg,9977785509,XOne,http://www.vgchartz.com/game/82148/halo-5-guardians/?region=All
265.0,Splatoon,Shooter,E10,Nintendo,Nintendo EAD,,8.4,4.94,,,,,2015.0,01st Jan 18,1.0,,/games/boxart/full_8081400AmericaFrontccc.png,7821906052,WiiU,http://www.vgchartz.com/game/82965/splatoon/?region=All
267.0,Stardew Valley,Simulation,E10,Chucklefish,ConcernedApe,,9.2,4.91,,,,,2016.0,21st Mar 18,1.0,,/games/boxart/full_5698458AmericaFrontccc.jpg,5246898937,PC,http://www.vgchartz.com/game/155895/stardew-valley/?region=All
12238.0,Stardew Valley,Simulation,E10,505 Games,ConcernedApe,,8.8,,0.04,0.04,,0.02,2017.0,11th Feb 19,1.0,,/games/boxart/full_9906330AmericaFrontccc.jpg,4781946467,PS4,http://www.vgchartz.com/game/155896/stardew-valley/?region=All
16943.0,Stardew Valley,Simulation,E10,505 Games,ConcernedApe,,8.8,,0.02,,,0.0,2017.0,21st Mar 18,1.0,,/games/boxart/full_6698813AmericaFrontccc.jpg,7608340731,XOne,http://www.vgchartz.com/game/155897/stardew-valley/?region=All
55062.0,Stardew Valley,Simulation,E10,Chucklefish,ConcernedApe,,9.0,,,,,,2017.0,11th Feb 19,1.0,,/games/boxart/full_8965601AmericaFrontccc.png,7146665801,NS,http://www.vgchartz.com/game/220292/stardew-valley/?region=All
274.0,Crash Bandicoot N. Sane Trilogy,Platform,E10,Activision,Vicarious Visions,,,,1.09,2.92,0.07,0.74,2017.0,23rd Sep 18,1.0,,/games/boxart/full_2372411AmericaFrontccc.jpg,1808502835,PS4,http://www.vgchartz.com/game/150131/crash-bandicoot-n-sane-trilogy/?region=All
2118.0,Crash Bandicoot N. Sane Trilogy,Platform,E10,Activision,Toys for Bob,,6.0,,0.44,0.57,0.02,0.09,2018.0,07th Nov 18,1.0,,/games/boxart/full_9892340AmericaFrontccc.jpg,7552591588,NS,http://www.vgchartz.com/game/221276/crash-bandicoot-n-sane-trilogy/?region=All
3584.0,Crash Bandicoot N. Sane Trilogy,Platform,E10,Activision,Vicarious Visions,,,,0.23,0.37,,0.05,2018.0,07th Nov 18,1.0,,/games/boxart/full_1017009AmericaFrontccc.jpg,3965925475,XOne,http://www.vgchartz.com/game/221286/crash-bandicoot-n-sane-trilogy/?region=All
20131.0,Crash Bandicoot N. Sane Trilogy,Platform,E10,Activision,Vicarious Visions,,,,,0.0,,0.0,2018.0,18th Nov 18,1.0,,/games/boxart/full_587120AmericaFrontccc.jpg,1243235132,PC,http://www.vgchartz.com/game/222561/crash-bandicoot-n-sane-trilogy/?region=All
285.0,Monster Hunter: World,Action,T,Capcom,Capcom,,9.3,,1.03,1.06,2.17,0.42,2018.0,30th Jan 18,1.0,,/games/boxart/full_9898553AmericaFrontccc.png,3631613287,PS4,http://www.vgchartz.com/game/182721/monster-hunter-world/?region=All
2609.0,Monster Hunter: World,Action,T,Capcom,Capcom,,9.4,,0.67,0.17,,0.09,2018.0,30th Jan 18,1.0,8.0,/games/boxart/full_2972651AmericaFrontccc.jpg,5567301563,XOne,http://www.vgchartz.com/game/182720/monster-hunter-world/?region=All
38290.0,Monster Hunter: World,Action,T,Capcom,Capcom,,,,,,,,2018.0,19th Jul 18,1.0,,/games/boxart/full_2089289AmericaFrontccc.jpg,1300014289,PC,http://www.vgchartz.com/game/182719/monster-hunter-world/?region=All
293.0,"Pokemon: Let's Go, Pikachu!",Role-Playing,E,Nintendo,Game Freak,,8.3,,2.16,1.24,0.82,0.34,2018.0,14th Nov 18,1.0,8.0,/games/boxart/full_7522699AmericaFrontccc.jpg,5456691961,NS,http://www.vgchartz.com/game/222024/pokemon-lets-go-pikachu/?region=All
294.0,BioShock Infinite,Shooter,M,2K Games,Irrational Games,,,4.56,,,,,2013.0,,1.0,,/games/boxart/full_7665085AmericaFrontccc.jpg,4110154752,PC,http://www.vgchartz.com/game/46735/bioshock-infinite/?region=All
1031.0,BioShock Infinite,Shooter,M,2K Games,Irrational Games,,,,1.22,0.55,0.02,0.18,2013.0,07th Feb 18,1.0,,/games/boxart/full_3023982AmericaFrontccc.jpg,6267448918,X360,http://www.vgchartz.com/game/46737/bioshock-infinite/?region=All
1140.0,BioShock Infinite,Shooter,M,2K Games,Irrational Games,,9.5,,0.74,0.74,0.04,0.3,2013.0,09th Jan 18,1.0,,/games/boxart/full_9962375AmericaFrontccc.jpg,2315850016,PS3,http://www.vgchartz.com/game/46736/bioshock-infinite/?region=All
24578.0,BioShock Infinite,Misc,,2K Games,Unknown,,,,,,,,2013.0,,1.0,,/games/boxart/default.jpg,9109134728,OSX,http://www.vgchartz.com/game/76120/bioshock-infinite/?region=All
298.0,Overwatch,Shooter,T,Blizzard Entertainment,Blizzard Entertainment,,8.8,,1.84,1.8,0.17,0.73,2016.0,24th Mar 18,1.0,,/games/boxart/full_8847041AmericaFrontccc.jpg,3234328633,PS4,http://www.vgchartz.com/game/86157/overwatch/?region=All
658.0,Overwatch,Shooter,T,Blizzard Entertainment,Blizzard Entertainment,,8.7,,1.63,0.84,,0.25,2016.0,24th Mar 18,1.0,,/games/boxart/full_9999663AmericaFrontccc.jpg,4532461890,XOne,http://www.vgchartz.com/game/86156/overwatch/?region=All
2619.0,Overwatch,Shooter,T,Blizzard Entertainment,Blizzard Entertainment,,9.5,,0.37,0.48,,0.07,2016.0,24th Mar 18,1.0,,/games/boxart/full_5115772AmericaFrontccc.jpg,9811110113,PC,http://www.vgchartz.com/game/84812/overwatch/?region=All
301.0,Star Wars Battlefront II (2017),Shooter,T,Electronic Arts,EA DICE,,,,1.7,1.99,0.12,0.73,2017.0,29th Dec 17,1.0,,/games/boxart/full_4032018AmericaFrontccc.jpg,8794248738,PS4,http://www.vgchartz.com/game/169396/star-wars-battlefront-ii-2017/?region=All
1070.0,Star Wars Battlefront II (2017),Shooter,T,Electronic Arts,EA DICE,,,,1.15,0.59,,0.17,2017.0,29th Dec 17,1.0,,/games/boxart/full_4909422AmericaFrontccc.jpg,4153300741,XOne,http://www.vgchartz.com/game/169394/star-wars-battlefront-ii-2017/?region=All
15182.0,Star Wars Battlefront II (2017),Shooter,T,Electronic Arts,EA DICE,,,,0.02,0.02,,0.0,2017.0,29th Dec 17,1.0,,/games/boxart/full_2764403AmericaFrontccc.jpg,1901688933,PC,http://www.vgchartz.com/game/169395/star-wars-battlefront-ii-2017/?region=All
304.0,ARK: Survival Evolved,Action-Adventure,T,Studio Wildcard,Studio Wildcard,,,4.5,,,,,2015.0,22nd Sep 18,1.0,,/games/boxart/full_1856885AmericaFrontccc.jpg,8421318420,PC,http://www.vgchartz.com/game/85651/ark-survival-evolved/?region=All
1475.0,ARK: Survival Evolved,Action-Adventure,T,Studio Wildcard,Studio Wildcard,,,1.5,,,,,2017.0,22nd Sep 18,1.0,,/games/boxart/full_962987AmericaFrontccc.png,8548565768,XOne,http://www.vgchartz.com/game/182657/ark-survival-evolved/?region=All
2396.0,ARK: Survival Evolved,Action,T,Studio Wildcard,Studio Wildcard,,,1.0,,,,,2017.0,14th Jan 18,1.0,,/games/boxart/full_6858122AmericaFrontccc.png,9831800119,PS4,http://www.vgchartz.com/game/182658/ark-survival-evolved/?region=All
13569.0,ARK: Survival Evolved,Action-Adventure,T,Studio Wildcard,Studio Wildcard,,4.0,,0.07,,,0.01,2018.0,22nd Sep 18,1.0,,/games/boxart/full_307063AmericaFrontccc.jpg,3864701584,NS,http://www.vgchartz.com/game/222410/ark-survival-evolved/?region=All
319.0,Tom Clancy's The Division,Shooter,M,Ubisoft,Massive Entertainment,,,,1.49,2.04,0.16,0.69,2016.0,04th May 18,1.0,,/games/boxart/full_8077647AmericaFrontccc.jpg,8500937360,PS4,http://www.vgchartz.com/game/73095/tom-clancys-the-division/?region=All
703.0,Tom Clancy's The Division,Shooter,M,Ubisoft,Massive Entertainment,,,,1.54,0.82,,0.24,2016.0,04th May 18,1.0,,/games/boxart/full_7275072AmericaFrontccc.jpg,8225953834,XOne,http://www.vgchartz.com/game/73094/tom-clancys-the-division/?region=All
4748.0,Tom Clancy's The Division,Shooter,M,Ubisoft,Massive Entertainment,,,,0.26,0.18,,0.04,2016.0,04th May 18,1.0,,/games/boxart/full_9116673AmericaFrontccc.jpg,6942617442,PC,http://www.vgchartz.com/game/83957/tom-clancys-the-division/?region=All
322.0,Tom Clancy's Rainbow Six: Siege,Shooter,,Ubisoft,Ubisoft Montreal,,,,1.29,2.06,0.36,0.64,2015.0,,1.0,,/games/boxart/full_2998894AmericaFrontccc.jpg,5429359700,PS4,http://www.vgchartz.com/game/82933/tom-clancys-rainbow-six-siege/?region=All
662.0,Tom Clancy's Rainbow Six: Siege,Shooter,M,Ubisoft,Ubisoft Montreal,,,,1.62,0.84,,0.25,2015.0,09th Jan 18,1.0,,/games/boxart/full_240599AmericaFrontccc.jpg,6811841730,XOne,http://www.vgchartz.com/game/82932/tom-clancys-rainbow-six-siege/?region=All
6711.0,Tom Clancy's Rainbow Six: Siege,Shooter,M,Ubisoft,Ubisoft Montreal,,,,0.18,0.09,,0.03,2015.0,09th Jan 18,1.0,,/games/boxart/full_8549576AmericaFrontccc.jpg,3729361613,PC,http://www.vgchartz.com/game/82934/tom-clancys-rainbow-six-siege/?region=All
324.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,1.4,2.13,0.11,0.68,2014.0,15th Mar 18,1.0,,/games/boxart/full_5952592AmericaFrontccc.jpg,4275432674,PS4,http://www.vgchartz.com/game/71547/watch-dogs/?region=All
1126.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,0.56,0.89,0.1,0.28,2014.0,15th Mar 18,1.0,,/games/boxart/full_8974137AmericaFrontccc.jpg,3999828151,PS3,http://www.vgchartz.com/game/70777/watch-dogs/?region=All
1314.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,0.91,0.59,,0.15,2014.0,15th Mar 18,1.0,,/games/boxart/full_7106511AmericaFrontccc.jpg,3350030948,XOne,http://www.vgchartz.com/game/72078/watch-dogs/?region=All
1789.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,0.73,0.44,0.01,0.11,2014.0,15th Mar 18,1.0,,/games/boxart/full_4268058AmericaFrontccc.jpeg,5472384278,X360,http://www.vgchartz.com/game/70776/watch-dogs/?region=All
4617.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,0.19,0.27,,0.04,2014.0,15th Mar 18,1.0,,/games/boxart/full_5367934PALFrontccc.jpg,3527684950,PC,http://www.vgchartz.com/game/70778/watch-dogs/?region=All
11095.0,Watch Dogs,Action-Adventure,M,Ubisoft,Ubisoft Montreal,,,,0.07,0.05,,0.01,2014.0,15th Mar 18,1.0,,/games/boxart/full_8596959AmericaFrontccc.jpg,7088013859,WiiU,http://www.vgchartz.com/game/71531/watch-dogs/?region=All
326.0,Starbound,Misc,,"Infocom, Inc.",Unknown,,,4.31,,,,,2014.0,,1.0,,/games/boxart/full_265994AmericaFrontccc.jpg,3066306976,PC,http://www.vgchartz.com/game/72203/starbound/?region=All
46317.0,Starbound,Misc,,"Infocom, Inc.",Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,7128711186,Ouya,http://www.vgchartz.com/game/72202/starbound/?region=All
46318.0,Starbound,Misc,,"Infocom, Inc.",Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,2895073352,OSX,http://www.vgchartz.com/game/72204/starbound/?region=All
46319.0,Starbound,Misc,,"Infocom, Inc.",Unknown,,,,,,,,2014.0,,1.0,,/games/boxart/default.jpg,5848849356,Linux,http://www.vgchartz.com/game/75032/starbound/?region=All
329.0,Monster Hunter Generations,Action,T,Capcom,Capcom,,8.8,4.3,,,,,2016.0,30th Jan 18,1.0,,/games/boxart/full_1311455AmericaFrontccc.jpg,7926223386,3DS,http://www.vgchartz.com/game/85569/monster-hunter-generations/?region=All
340.0,Monster Hunter 4 Ultimate,Role-Playing,T,Capcom,Capcom,,8.8,4.2,,,,,2015.0,28th Mar 18,1.0,,/games/boxart/full_7735329AmericaFrontccc.jpg,3113291367,3DS,http://www.vgchartz.com/game/84734/monster-hunter-4-ultimate/?region=All
342.0,7 Days to Die,Action,M,The Fun Pimps,The Fun Pimps,,,4.18,,,,,2013.0,31st May 18,1.0,,/games/boxart/full_8931458AmericaFrontccc.jpg,1367395307,PC,http://www.vgchartz.com/game/80943/7-days-to-die/?region=All
8613.0,7 Days to Die,Action,M,Telltale Games,The Fun Pimps,,,,0.09,0.08,,0.03,2016.0,31st May 18,1.0,,/games/boxart/full_3664066AmericaFrontccc.jpg,6160084420,PS4,http://www.vgchartz.com/game/103412/7-days-to-die/?region=All
11541.0,7 Days to Die,Action,M,Telltale Games,The Fun Pimps,,,,0.09,0.02,,0.01,2016.0,31st May 18,1.0,,/games/boxart/full_9563805AmericaFrontccc.jpeg,2727903302,XOne,http://www.vgchartz.com/game/103411/7-days-to-die/?region=All
352.0,Assassin's Creed: Unity,Action,M,Ubisoft,Ubisoft Montreal,,,,1.25,2.16,0.09,0.65,2014.0,04th May 18,1.0,,/games/boxart/full_9858108AmericaFrontccc.jpg,1228096262,PS4,http://www.vgchartz.com/game/80235/assassins-creed-unity/?region=All
432.0,Assassin's Creed: Unity,Action,M,Ubisoft,Ubisoft Montreal,,,,2.34,0.9,0.0,0.34,2014.0,04th May 18,1.0,,/games/boxart/full_8320518AmericaFrontccc.jpg,9276321931,XOne,http://www.vgchartz.com/game/80236/assassins-creed-unity/?region=All
